,O*NET職業代碼,職業名稱,任務摘要,語意相似度,自動化風險分數
251,11-3031,Treasurers and Controllers,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,-0.015,0.069
252,11-3031,Treasurers and Controllers,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,-0.015,0.069
253,11-3031,Treasurers and Controllers,"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",0.154,0.069
254,11-3031,Treasurers and Controllers,"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",0.154,0.069
255,11-3031,Treasurers and Controllers,"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",0.154,0.069
256,11-3031,Treasurers and Controllers,"Develop and maintain relationships with banking, insurance, and external accounting personnel to facilitate financial activities.",0.254,0.069
257,11-3031,Treasurers and Controllers,"Develop and maintain relationships with banking, insurance, and external accounting personnel to facilitate financial activities.",0.254,0.069
258,11-3031,Treasurers and Controllers,"Develop and maintain relationships with banking, insurance, and external accounting personnel to facilitate financial activities.",0.254,0.069
259,11-3031,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",0.196,0.069
260,11-3031,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",0.196,0.069
261,11-3031,Treasurers and Controllers,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",0.196,0.069
262,11-3031,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",0.01,0.069
263,11-3031,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",0.01,0.069
264,11-3031,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",0.01,0.069
265,11-3031,Treasurers and Controllers,"Develop internal control policies, guidelines, and procedures for activities, such as budget administration, cash and credit management, and accounting.",0.178,0.069
266,11-3031,Treasurers and Controllers,"Develop internal control policies, guidelines, and procedures for activities, such as budget administration, cash and credit management, and accounting.",0.178,0.069
267,11-3031,Treasurers and Controllers,"Develop internal control policies, guidelines, and procedures for activities, such as budget administration, cash and credit management, and accounting.",0.178,0.069
268,11-3031,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",0.111,0.069
269,11-3031,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",0.111,0.069
270,11-3031,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",0.111,0.069
271,11-3031,Treasurers and Controllers,Receive cash and checks and make deposits.,0.114,0.069
272,11-3031,Treasurers and Controllers,Receive cash and checks and make deposits.,0.114,0.069
273,11-3031,Treasurers and Controllers,Receive cash and checks and make deposits.,0.114,0.069
274,11-3031,Treasurers and Controllers,"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",0.05,0.069
275,11-3031,Treasurers and Controllers,"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",0.05,0.069
276,11-3031,Treasurers and Controllers,"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",0.05,0.069
277,11-3031,Treasurers and Controllers,"Monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals.",0.149,0.069
278,11-3031,Treasurers and Controllers,"Monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals.",0.149,0.069
279,11-3031,Treasurers and Controllers,"Monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals.",0.149,0.069
280,11-3031,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.103,0.069
281,11-3031,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.103,0.069
282,11-3031,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.103,0.069
283,11-3031,Treasurers and Controllers,Conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes.,0.115,0.069
284,11-3031,Treasurers and Controllers,Conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes.,0.115,0.069
285,11-3031,Treasurers and Controllers,Conduct or coordinate audits of company accounts and financial transactions to ensure compliance with state and federal requirements and statutes.,0.115,0.069
